title,original_title,info_text,year,tail,rating,num_ratings,quote,cn_title,en_title
初恋这件小事 / /สิ่งเล็กเล็กที่เรียกว่า...รัก,暗恋那点小事,导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭... 2010 / 泰国 / 剧情 喜剧 爱情,2010,泰国 / 剧情 喜剧 爱情,8.5,1048124,黑小鸭速效美白记。,初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก
新龙门客栈 / /新龍門客棧,,导演: 李惠民 Raymond Lee 主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ... 1992 / 中国香港 中国大陆 / 动作 爱情 武侠 古装,1992,中国香港 中国大陆 / 动作 爱情 武侠 古装,8.7,505694,,新龙门客栈,新龍門客棧
人工智能 / /A.I. Artificial Intelligence,,导演: 史蒂文·斯皮尔伯格 Steven Spielberg 主演: 海利·乔·奥斯蒙 Haley... 2001 / 美国 英国 / 剧情 科幻,2001,美国 英国 / 剧情 科幻,8.7,499216,,人工智能,A.I. Artificial Intelligence
雨人 / /Rain Man,手足情深,导演: 巴瑞·莱文森 Barry Levinson 主演: 达斯汀·霍夫曼 Dustin Hoffman ... 1988 / 美国 / 剧情,1988,美国 / 剧情,8.7,441243,,雨人,Rain Man
千钧一发 / /Gattaca,自然人,导演: 安德鲁·尼科尔 Andrew Niccol 主演: 伊桑·霍克 Ethan Hawke / 乌玛... 1997 / 美国 / 剧情 科幻 惊悚,1997,美国 / 剧情 科幻 惊悚,8.8,347312,,千钧一发,Gattaca
崖上的波妞 / /崖の上のポニョ,悬崖上的金鱼公主,导演: 宫崎骏 Hayao Miyazaki 主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir... 2008 / 日本 / 动画 奇幻 冒险,2008,日本 / 动画 奇幻 冒险,8.6,571626,,崖上的波妞,崖の上のポニョ
虎口脱险 / /La grande vadrouille,大進擊(台),导演: 杰拉尔·乌里 Gérard Oury 主演: 路易·德·菲耐斯 Louis de Funès... 1966 / 法国 英国 / 喜剧 战争,1966,法国 英国 / 喜剧 战争,8.9,293630,,虎口脱险,La grande vadrouille
罗生门 / /羅生門,,导演: 黑泽明 Akira Kurosawa 主演: 三船敏郎 Toshirô Mifune / 京町子 ... 1950 / 日本 / 剧情 犯罪 悬疑,1950,日本 / 剧情 犯罪 悬疑,8.8,356117,,罗生门,羅生門
哈利·波特与凤凰社 / /Harry Potter and the Order of the Phoenix,台),导演: 大卫·叶茨 David Yates 主演: 丹尼尔·雷德克里夫 Daniel Radcliffe... 2007 / 英国 美国 / 奇幻 冒险,2007,英国 美国 / 奇幻 冒险,8.6,689694,,哈利·波特与凤凰社,Harry Potter and the Order of the Phoenix
彗星来的那一夜 / /Coherence,相干效应,导演: 詹姆斯·沃德·布柯特 James Ward Byrkit 主演: 艾米丽·芭尔多尼 Em... 2013 / 美国 英国 / 科幻 悬疑 惊悚,2013,美国 英国 / 科幻 悬疑 惊悚,8.6,678450,小成本大魅力。,彗星来的那一夜,Coherence
恋恋笔记本 / /The Notebook,手札情缘(台),导演: 尼克·卡索维茨 Nick Cassavetes 主演: 瑞恩·高斯林 Ryan Gosling /... 2004 / 美国 / 剧情 爱情,2004,美国 / 剧情 爱情,8.5,744135,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。,恋恋笔记本,The Notebook
海边的曼彻斯特 / /Manchester by the Sea,,导演: 肯尼斯·罗纳根 Kenneth Lonergan 主演: 卡西·阿弗莱克 Casey Affle... 2016 / 美国 / 剧情 家庭,2016,美国 / 剧情 家庭,8.6,647186,我们都有权利不与自己的过去和解。,海边的曼彻斯特,Manchester by the Sea
真爱至上 / /Love Actually,爱是您，爱是我(台),导演: 理查德·柯蒂斯 Richard Curtis 主演: 休·格兰特 Hugh Grant / 连姆... 2003 / 英国 美国 法国 / 喜剧 剧情 爱情,2003,英国 美国 法国 / 喜剧 剧情 爱情,8.5,805046,,真爱至上,Love Actually
火星救援 / /The Martian,绝地救援(台),导演: 雷德利·斯科特 Ridley Scott 主演: 马特·达蒙 Matt Damon / 杰西卡... 2015 / 英国 美国 匈牙利 约旦 / 剧情 科幻 冒险,2015,英国 美国 匈牙利 约旦 / 剧情 科幻 冒险,8.5,826681,,火星救援,The Martian
黑客帝国2：重装上阵 / /The Matrix Reloaded,骇客任务：重装上阵(台),导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski ... 2003 / 美国 / 动作 科幻,2003,美国 / 动作 科幻,8.7,452758,,黑客帝国2：重装上阵,The Matrix Reloaded
步履不停 / /歩いても 歩いても,台),导演: 是枝裕和 Hirokazu Koreeda 主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu... 2008 / 日本 / 剧情 家庭,2008,日本 / 剧情 家庭,8.8,324616,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,步履不停,歩いても 歩いても
奇迹男孩 / /Wonder,,导演: 斯蒂芬·卓博斯基 Stephen Chbosky 主演: 雅各布·特伦布莱 Jacob Tr... 2017 / 美国 中国香港 / 剧情 儿童 家庭,2017,美国 中国香港 / 剧情 儿童 家庭,8.6,598153,世界不完美，爱会有奇迹。,奇迹男孩,Wonder
千年女优 / /千年女優,,导演: 今敏 Satoshi Kon 主演: 庄司美代子 Miyoko Shôji / 小山茉美 Mam... 2001 / 日本 / 动画 剧情 爱情,2001,日本 / 动画 剧情 爱情,8.8,315637,,千年女优,千年女優
冰雪奇缘 / /Frozen,冰雪大冒险,导演: 克里斯·巴克 Chris Buck / 珍妮弗·李 Jennifer Lee 主演: 克里斯汀... 2013 / 美国 / 喜剧 动画 奇幻 歌舞,2013,美国 / 喜剧 动画 奇幻 歌舞,8.5,820283,,冰雪奇缘,Frozen
战争之王 / /Lord of War,港),导演: 安德鲁·尼科尔 Andrew Niccol 主演: 尼古拉斯·凯奇 Nicolas Cage /... 2005 / 美国 德国 / 剧情 犯罪,2005,美国 德国 / 剧情 犯罪,8.7,413157,做一颗让别人需要你的棋子。,战争之王,Lord of War
谍影重重2 / /The Bourne Supremacy,神鬼认证：神鬼疑云(台),导演: 保罗·格林格拉斯 Paul Greengrass 主演: 马特·达蒙 Matt Damon / ... 2004 / 美国 德国 / 动作 悬疑 惊悚,2004,美国 德国 / 动作 悬疑 惊悚,8.7,396988,谁说王家卫镜头很晃？,谍影重重2,The Bourne Supremacy
蜘蛛侠：平行宇宙 / /Spider-Man: Into the Spider-Verse,蜘蛛人：新宇宙(台),导演: 鲍勃·佩尔西凯蒂 Bob Persichetti / 彼得·拉姆齐 Peter Ramsey 主... 2018 / 美国 / 动作 科幻 动画 冒险,2018,美国 / 动作 科幻 动画 冒险,8.6,752620,,蜘蛛侠：平行宇宙,Spider-Man: Into the Spider-Verse
攻壳机动队 / /攻殻機動隊,,导演: 押井守 Mamoru Oshii 主演: 田中敦子 Atsuko Tanaka / 大冢明夫 Akio... 1995 / 日本 / 动作 科幻 动画,1995,日本 / 动作 科幻 动画,9.0,215625,,攻壳机动队,攻殻機動隊
血钻 / /Blood Diamond,血腥钻石,导演: 爱德华·兹威克 Edward Zwick 主演: 莱昂纳多·迪卡普里奥 Leonardo ... 2006 / 美国 德国 英国 / 剧情 惊悚 冒险,2006,美国 德国 英国 / 剧情 惊悚 冒险,8.7,419801,每个美丽事物背后都是滴血的现实。,血钻,Blood Diamond
魂断蓝桥 / /Waterloo Bridge,断桥残梦,导演: 茂文·勒鲁瓦 Mervyn LeRoy 主演: 费雯·丽 Vivien Leigh / 罗伯特·... 1940 / 美国 / 剧情 爱情 战争,1940,美国 / 剧情 爱情 战争,8.8,309026,,魂断蓝桥,Waterloo Bridge
隐藏人物 / /Hidden Figures,关键少数(台),导演: 特奥多尔·梅尔菲 Theodore Melfi 主演: 塔拉吉·P·汉森 Taraji P. ... 2016 / 美国 / 剧情 传记 历史,2016,美国 / 剧情 传记 历史,8.9,268928,,隐藏人物,Hidden Figures
小姐 / /아가씨,下女的诱惑(台),导演: 朴赞郁 Chan-wook Park 主演: 金敏喜 Min-hee Kim / 金泰梨 Tae-ri K... 2016 / 韩国 / 剧情 悬疑 情色 同性,2016,韩国 / 剧情 悬疑 情色 同性,8.5,568433,,小姐,아가씨
房间 / /Room,抖室(港),导演: 伦尼·阿伯拉罕森 Lenny Abrahamson 主演: 布丽·拉尔森 Brie Larson... 2015 / 爱尔兰 加拿大 英国 美国 / 剧情 家庭,2015,爱尔兰 加拿大 英国 美国 / 剧情 家庭,8.7,398406,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,房间,Room
血观音 / /血觀音,"The Bold, the Corrupt, and the Beautiful",导演: 杨雅喆 Ya-che Yang 主演: 惠英红 Kara Wai Ying Hung / 吴可熙 Wu K... 2017 / 中国台湾 / 剧情 悬疑,2017,中国台湾 / 剧情 悬疑,8.6,550872,,血观音,血觀音
