title,original_title,info_text,year,tail,rating,num_ratings,quote,cn_title,en_title
一个叫欧维的男人决定去死 / /En man som heter Ove,想死冇咁易(港),导演: 汉内斯·赫尔姆 Hannes Holm 主演: 罗夫·拉斯加德 Rolf Lassgård... 2015 / 瑞典 / 剧情,2015,瑞典 / 剧情,8.9,563395,惠及一生的美丽。,一个叫欧维的男人决定去死,En man som heter Ove
阳光灿烂的日子,,导演: 姜文 Wen Jiang 主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao 1994 / 中国大陆 中国香港 / 剧情 爱情,1994,中国大陆 中国香港 / 剧情 爱情,8.8,691121,,阳光灿烂的日子,
小森林 夏秋篇 / /リトル・フォレスト 夏・秋,夏秋篇(台),导演: 森淳一 Junichi Mori 主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir... 2014 / 日本 / 剧情,2014,日本 / 剧情,9.0,470597,那些静得只能听见呼吸的日子里，你明白孤独即生活。,小森林 夏秋篇,リトル・フォレスト 夏・秋
天使爱美丽 / /Le Fabuleux destin d'Amélie Poulain,天使艾米莉,导演: 让-皮埃尔·热内 Jean-Pierre Jeunet 主演: 奥黛丽·塔图 Audrey Tau... 2001 / 法国 德国 / 剧情 喜剧 爱情,2001,法国 德国 / 剧情 喜剧 爱情,8.7,1016828,,天使爱美丽,Le Fabuleux destin d'Amélie Poulain
色，戒,色·戒,导演: 李安 Ang Lee 主演: 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ... 2007 / 中国台湾 中国大陆 美国 中国香港 / 剧情 爱情 情色,2007,中国台湾 中国大陆 美国 中国香港 / 剧情 爱情 情色,8.7,952409,假戏真情，爱欲深海,色，戒,
"怪兽电力公司 / /Monsters, Inc.",怪物公司,导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman 主演: 约... 2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险,2001,美国 / 儿童 喜剧 动画 奇幻 冒险,8.8,764490,,怪兽电力公司,"Monsters, Inc."
教父3 / /The Godfather: Part III,教父 III,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola 主演: 阿尔·帕西诺 A... 1990 / 美国 / 剧情 犯罪,1990,美国 / 剧情 犯罪,9.0,428524,,教父3,The Godfather: Part III
侧耳倾听 / /耳をすませば,梦幻街少女(港),导演: 近藤喜文 Yoshifumi Kondo 主演: 本名阳子 Youko Honna / 小林桂树 K... 1995 / 日本 / 剧情 爱情 动画,1995,日本 / 剧情 爱情 动画,8.9,517331,,侧耳倾听,耳をすませば
哪吒闹海,Nezha Conquers the Dragon King,导演: 王树忱 Shuchen Wang / 严定宪 Dingxian Yan 主演: 梁正晖 Zhenghui ... 1979 / 中国大陆 / 冒险 动画 奇幻,1979,中国大陆 / 冒险 动画 奇幻,9.2,305911,,哪吒闹海,
请以你的名字呼唤我 / /Call Me by Your Name,台),导演: 卢卡·瓜达尼诺 Luca Guadagnino 主演: 艾米·汉莫 Armie Hammer / ... 2017 / 意大利 法国 巴西 美国 / 剧情 爱情 同性,2017,意大利 法国 巴西 美国 / 剧情 爱情 同性,8.8,817562,沉醉在电影的情感和视听氛围中无法自拔。,请以你的名字呼唤我,Call Me by Your Name
幸福终点站 / /The Terminal,航站情缘(台),导演: 史蒂文·斯皮尔伯格 Steven Spielberg 主演: 汤姆·汉克斯 Tom Hanks... 2004 / 美国 / 喜剧 剧情 爱情,2004,美国 / 喜剧 剧情 爱情,8.8,637295,有时候幸福需要等一等。,幸福终点站,The Terminal
九品芝麻官,Hail the Judge,导演: 王晶 Jing Wong 主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ... 1994 / 中国香港 / 剧情 喜剧 古装,1994,中国香港 / 剧情 喜剧 古装,8.8,787113,,九品芝麻官,
被解救的姜戈 / /Django Unchained,决杀令(台),导演: 昆汀·塔伦蒂诺 Quentin Tarantino 主演: 杰米·福克斯 Jamie Foxx /... 2012 / 美国 / 剧情 动作 西部 冒险,2012,美国 / 剧情 动作 西部 冒险,8.8,686228,热血沸腾，那个低俗、性感的无耻混蛋又来了。,被解救的姜戈,Django Unchained
釜山行 / /부산행,尸速列车(台),导演: 延尚昊 Sang-ho Yeon 主演: 孔刘 Yoo Gong / 郑有美 Yu-mi Jung / 马... 2016 / 韩国 / 动作 惊悚 灾难,2016,韩国 / 动作 惊悚 灾难,8.6,1341089,揭露人性的丧尸题材力作。,釜山行,부산행
神偷奶爸 / /Despicable Me,坏蛋奖门人(港),导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud 主演: ... 2010 / 美国 法国 / 喜剧 动画 冒险,2010,美国 法国 / 喜剧 动画 冒险,8.7,1040651,Mr. I Don't Care其实也有Care的时候。,神偷奶爸,Despicable Me
小森林 冬春篇 / /リトル・フォレスト 冬・春,冬春篇(台),导演: 森淳一 Junichi Mori 主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir... 2015 / 日本 / 剧情,2015,日本 / 剧情,9.0,418030,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,小森林 冬春篇,リトル・フォレスト 冬・春
喜宴 / /囍宴,,导演: 李安 Ang Lee 主演: 赵文瑄 Winston Chao / 归亚蕾 Ya-lei Kuei / 郎... 1993 / 中国台湾 美国 / 剧情 喜剧 爱情 同性 家庭,1993,中国台湾 美国 / 剧情 喜剧 爱情 同性 家庭,9.0,427128,,喜宴,囍宴
萤火之森 / /蛍火の杜へ,Hotarubi no mori e,导演: 大森贵弘 Takahiro Omori 主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K... 2011 / 日本 / 剧情 爱情 动画 奇幻,2011,日本 / 剧情 爱情 动画 奇幻,8.8,606060,触不到的恋人。,萤火之森,蛍火の杜へ
告白,母亲,导演: 中岛哲也 Tetsuya Nakashima 主演: 松隆子 Takako Matsu / 冈田将生 ... 2010 / 日本 / 剧情 悬疑,2010,日本 / 剧情 悬疑,8.8,739061,没有一人完全善，也没有一人完全恶。,告白,
玛丽和麦克斯 / /Mary and Max,巧克力情缘(台),导演: 亚当·艾略特 Adam Elliot 主演: 托妮·科莱特 Toni Collette / 菲利... 2009 / 澳大利亚 美国 / 剧情 喜剧 动画,2009,澳大利亚 美国 / 剧情 喜剧 动画,9.0,467155,你是我最好的朋友，你是我唯一的朋友 。,玛丽和麦克斯,Mary and Max
七武士 / /七人の侍,七剑客(港),导演: 黑泽明 Akira Kurosawa 主演: 三船敏郎 Toshirô Mifune / 志村乔 ... 1954 / 日本 / 动作 冒险 剧情,1954,日本 / 动作 冒险 剧情,9.3,233183,,七武士,七人の侍
头号玩家 / /Ready Player One,挑战者1号(港),导演: 史蒂文·斯皮尔伯格 Steven Spielberg 主演: 泰伊·谢里丹 Tye Sheri... 2018 / 美国 / 动作 科幻 冒险,2018,美国 / 动作 科幻 冒险,8.6,1506946,写给影迷，动漫迷和游戏迷的一封情书。,头号玩家,Ready Player One
模仿游戏 / /The Imitation Game,模拟游戏,导演: 莫滕·泰杜姆 Morten Tyldum 主演: 本尼迪克特·康伯巴奇 Benedict C... 2014 / 英国 美国 / 剧情 传记 战争 同性,2014,英国 美国 / 剧情 传记 战争 同性,8.8,716222,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,模仿游戏,The Imitation Game
大鱼 / /Big Fish,大智若鱼(台),导演: 蒂姆·波顿 Tim Burton 主演: 伊万·麦克格雷格 Ewan McGregor / 阿... 2003 / 美国 / 剧情 爱情 奇幻 冒险,2003,美国 / 剧情 爱情 奇幻 冒险,8.8,623417,,大鱼,Big Fish
惊魂记 / /Psycho,触目惊心(港),导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock 主演: 安东尼·博金斯 Antho... 1960 / 美国 / 悬疑 惊悚 恐怖,1960,美国 / 悬疑 惊悚 恐怖,9.0,352459,,惊魂记,Psycho
射雕英雄传之东成西就 / /射鵰英雄傳之東成西就,大英雄 (日本),导演: 刘镇伟 Jeffrey Lau 主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri... 1993 / 中国香港 / 喜剧 奇幻 武侠 古装,1993,中国香港 / 喜剧 奇幻 武侠 古装,8.7,713815,,射雕英雄传之东成西就,射鵰英雄傳之東成西就
血战钢锯岭 / /Hacksaw Ridge,钢铁英雄(台),导演: 梅尔·吉布森 Mel Gibson 主演: 安德鲁·加菲尔德 Andrew Garfield /... 2016 / 澳大利亚 美国 / 剧情 传记 历史 战争,2016,澳大利亚 美国 / 剧情 传记 历史 战争,8.7,855238,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,血战钢锯岭,Hacksaw Ridge
你的名字。 / /君の名は。,君之名,导演: 新海诚 Makoto Shinkai 主演: 神木隆之介 Ryûnosuke Kamiki / 上... 2016 / 日本 / 剧情 爱情 动画,2016,日本 / 剧情 爱情 动画,8.5,1582809,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,你的名字。,君の名は。
心灵奇旅 / /Soul,灵魂急转弯(台),导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers 主演: 杰米·... 2020 / 美国 / 动画 奇幻 音乐,2020,美国 / 动画 奇幻 音乐,8.7,1133210,,心灵奇旅,Soul
背靠背，脸对脸,"Back to Back, Face to Face",导演: 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang 主演: 牛振华 Zhenhua N... 1994 / 中国大陆 中国香港 / 剧情,1994,中国大陆 中国香港 / 剧情,9.5,177204,,背靠背，脸对脸,
我是山姆 / /I Am Sam,他不笨，他是我爸爸(台),导演: 杰茜·尼尔森 Jessie Nelson 主演: Sean Penn / Dakota Fanning / Mi... 2001 / 美国 / 剧情 家庭,2001,美国 / 剧情 家庭,9.0,373924,,我是山姆,I Am Sam
阳光姐妹淘 / /써니,桑尼,导演: 姜炯哲 Hyeong-Cheol Kang 主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy... 2011 / 韩国 / 剧情 喜剧,2011,韩国 / 剧情 喜剧,8.8,635300,再多各自牛逼的时光，也比不上一起傻逼的岁月。,阳光姐妹淘,써니
恐怖直播 / /더 테러 라이브,恐怖攻击直播(台),导演: 金秉祐 Byeong-woo Kim 主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y... 2013 / 韩国 / 剧情 犯罪 悬疑,2013,韩国 / 剧情 犯罪 悬疑,8.7,724046,恐怖分子的“秋菊打官司”。,恐怖直播,더 테러 라이브
黑客帝国3：矩阵革命 / /The Matrix Revolutions,骇客任务完结篇：最后战役(台),导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski ... 2003 / 美国 / 动作 科幻,2003,美国 / 动作 科幻,8.8,494372,,黑客帝国3：矩阵革命,The Matrix Revolutions
小丑 / /Joker,Romeo,导演: 托德·菲利普斯 Todd Phillips 主演: 杰昆·菲尼克斯 Joaquin Phoeni... 2019 / 美国 加拿大 / 剧情 犯罪 惊悚,2019,美国 加拿大 / 剧情 犯罪 惊悚,8.7,1120031,,小丑,Joker
"三块广告牌 / /Three Billboards Outside Ebbing, Missouri",意外(台),导演: 马丁·麦克唐纳 Martin McDonagh 主演: 弗兰西斯·麦克多蒙德 France... 2017 / 英国 美国 / 剧情 犯罪,2017,英国 美国 / 剧情 犯罪,8.7,914539,怼天怼地，你走后，她与世界为敌。,三块广告牌,"Three Billboards Outside Ebbing, Missouri"
电锯惊魂 / /Saw,夺魂锯(台),导演: 詹姆斯·温 James Wan 主演: 雷·沃纳尔 Leigh Whannell / 加利·艾... 2004 / 美国 / 悬疑 惊悚 恐怖,2004,美国 / 悬疑 惊悚 恐怖,8.7,608263,真相就在眼前。,电锯惊魂,Saw
谍影重重3 / /The Bourne Ultimatum,神鬼认证：最后通牒 (台),导演: 保罗·格林格拉斯 Paul Greengrass 主演: 马特·达蒙 Matt Damon / ... 2007 / 美国 德国 法国 英国 / 动作 悬疑 惊悚,2007,美国 德国 法国 英国 / 动作 悬疑 惊悚,8.9,467530,像吃了苏打饼一样干脆的电影。,谍影重重3,The Bourne Ultimatum
达拉斯买家俱乐部 / /Dallas Buyers Club,药命俱乐部(台),导演: 让-马克·瓦雷 Jean-Marc Vallée 主演: 马修·麦康纳 Matthew McCon... 2013 / 美国 / 剧情 传记 同性,2013,美国 / 剧情 传记 同性,8.8,503054,Jared Leto的腿比女人还美！,达拉斯买家俱乐部,Dallas Buyers Club
无间道2 / /無間道II,Infernal Affairs II,导演: 刘伟强 Andrew Lau / 麦兆辉 Alan Mak 主演: 陈冠希 Edison Chen / ... 2003 / 中国香港 / 剧情 犯罪 惊悚,2003,中国香港 / 剧情 犯罪 惊悚,8.8,562425,,无间道2,無間道II
机器人之梦 / /Robot Dreams,汪汪梦里人(港),导演: 巴勃罗·贝格尔 Pablo Berger 主演: 伊万·拉班达 Ivan Labanda 2023 / 西班牙 法国 / 剧情 动画 音乐,2023,西班牙 法国 / 剧情 动画 音乐,9.1,419029,,机器人之梦,Robot Dreams
末路狂花 / /Thelma & Louise,,导演: 雷德利·斯科特 Ridley Scott 主演: 吉娜·戴维斯 Geena Davis / 苏... 1991 / 美国 英国 法国 / 犯罪 剧情 惊悚,1991,美国 英国 法国 / 犯罪 剧情 惊悚,9.0,340851,,末路狂花,Thelma & Louise
疯狂原始人 / /The Croods,台),导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders 主演... 2013 / 美国 / 喜剧 动画 冒险,2013,美国 / 喜剧 动画 冒险,8.7,916373,老少皆宜，这就是好莱坞动画的魅力。,疯狂原始人,The Croods
高山下的花环,Wreaths at the Foot of the Mountain,导演: 谢晋 Jin Xie 主演: 吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何... 1984(中国大陆) / 1985 / 中国大陆 / 剧情 战争,1984,1985 / 中国大陆 / 剧情 战争,9.5,155374,,高山下的花环,
绿里奇迹 / /The Green Mile,绿色英里,导演: 弗兰克·德拉邦特 Frank Darabont 主演: 汤姆·汉克斯 Tom Hanks / ... 1999 / 美国 / 犯罪 剧情 奇幻 悬疑,1999,美国 / 犯罪 剧情 奇幻 悬疑,8.9,385399,,绿里奇迹,The Green Mile
爱在午夜降临前 / /Before Midnight,爱在午夜希腊时(台),导演: 理查德·林克莱特 Richard Linklater 主演: 伊桑·霍克 Ethan Hawke ... 2013 / 美国 希腊 / 剧情 爱情,2013,美国 希腊 / 剧情 爱情,8.9,469177,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,爱在午夜降临前,Before Midnight
海街日记 / /海街diary,Kamakura Diary,导演: 是枝裕和 Hirokazu Koreeda 主演: 绫濑遥 Haruka Ayase / 长泽雅美 M... 2015 / 日本 / 剧情 家庭,2015,日本 / 剧情 家庭,8.8,517118,是枝裕和的家庭习作。,海街日记,海街diary
疯狂的石头,,导演: 宁浩 Hao Ning 主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin 2006 / 中国大陆 中国香港 / 喜剧 犯罪,2006,中国大陆 中国香港 / 喜剧 犯罪,8.6,920093,中国版《两杆大烟枪》。,疯狂的石头,
雨中曲 / /Singin' in the Rain,台),导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly 主演: 吉恩·... 1952 / 美国 / 喜剧 歌舞 爱情,1952,美国 / 喜剧 歌舞 爱情,9.1,265952,,雨中曲,Singin' in the Rain
2001太空漫游 / /2001: A Space Odyssey,2001：太空奥德赛,导演: 斯坦利·库布里克 Stanley Kubrick 主演: 凯尔·杜拉 Keir Dullea / ... 1968 / 英国 美国 / 科幻 惊悚 冒险,1968,英国 美国 / 科幻 惊悚 冒险,8.9,391552,,2001太空漫游,2001: A Space Odyssey
风之谷 / /風の谷のナウシカ,Kaze no tani no Naushika,导演: 宫崎骏 Hayao Miyazaki 主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y... 1984 / 日本 / 动画 奇幻 冒险,1984,日本 / 动画 奇幻 冒险,8.9,391739,,风之谷,風の谷のナウシカ
上帝之城 / /Cidade de Deus,无法无天(台),导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund &nbsp... 2002 / 巴西 法国 / 犯罪 剧情,2002,巴西 法国 / 犯罪 剧情,9.0,331725,,上帝之城,Cidade de Deus
心迷宫,The Coffin in the Mountain,导演: 忻钰坤 Yukun Xin 主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ... 2014 / 中国大陆 / 剧情 犯罪 悬疑,2014,中国大陆 / 剧情 犯罪 悬疑,8.7,612384,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,心迷宫,
英雄本色,Gangland Boss,导演: 吴宇森 John Woo 主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国... 1986 / 中国香港 / 剧情 动作 犯罪,1986,中国香港 / 剧情 动作 犯罪,8.6,603013,,英雄本色,
记忆碎片 / /Memento,记忆拼图(台),导演: 克里斯托弗·诺兰 Christopher Nolan 主演: 盖·皮尔斯 Guy Pearce /... 2000 / 美国 / 犯罪 剧情 悬疑 惊悚,2000,美国 / 犯罪 剧情 悬疑 惊悚,8.7,665203,,记忆碎片,Memento
纵横四海 / /縱橫四海,,导演: 吴宇森 John Woo 主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung... 1991 / 中国香港 / 剧情 喜剧 动作 犯罪,1991,中国香港 / 剧情 喜剧 动作 犯罪,8.8,471353,,纵横四海,縱橫四海
无敌破坏王 / /Wreck-It Ralph,破坏王大冒险,导演: 瑞奇·莫尔 Rich Moore 主演: 约翰·C·赖利 John C. Reilly / 萨拉... 2012 / 美国 / 喜剧 动画 奇幻 冒险,2012,美国 / 喜剧 动画 奇幻 冒险,8.7,608535,迪士尼和皮克斯拿错剧本的产物。,无敌破坏王,Wreck-It Ralph
卢旺达饭店 / /Hotel Rwanda,,导演: 特瑞·乔治 Terry George 主演: 唐·钱德尔 Don Cheadle / 苏菲·奥... 2004 / 英国 南非 意大利 美国 / 剧情 传记 历史 战争,2004,英国 南非 意大利 美国 / 剧情 传记 历史 战争,8.9,365229,当这个世界闭上双眼，他却敞开了怀抱。,卢旺达饭店,Hotel Rwanda
小偷家族 / /万引き家族,Une Affaire de Famille,导演: 是枝裕和 Hirokazu Koreeda 主演: 中川雅也 Lily Franky / 安藤樱 Sa... 2018 / 日本 / 剧情 犯罪 家庭,2018,日本 / 剧情 犯罪 家庭,8.7,891203,我们组成了家。,小偷家族,万引き家族
东京教父 / /東京ゴッドファーザーズ,,导演: 今敏 Satoshi Kon 主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume... 2003 / 日本 / 剧情 喜剧 动画,2003,日本 / 剧情 喜剧 动画,9.0,287975,,东京教父,東京ゴッドファーザーズ
恐怖游轮 / /Triangle,轮回三角,导演: 克里斯托弗·史密斯 Christopher Smith 主演: 梅利莎·乔治 Melissa ... 2009 / 英国 澳大利亚 / 科幻 悬疑 奇幻 惊悚,2009,英国 澳大利亚 / 科幻 悬疑 奇幻 惊悚,8.5,982699,不要企图在重复中寻找已经失去的爱。,恐怖游轮,Triangle
牯岭街少年杀人事件 / /牯嶺街少年殺人事件,,导演: 杨德昌 Edward Yang 主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张... 1991 / 中国台湾 / 剧情 犯罪,1991,中国台湾 / 剧情 犯罪,8.9,365333,,牯岭街少年杀人事件,牯嶺街少年殺人事件
冰川时代 / /Ice Age,冰原历险记,导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge 主演... 2002 / 美国 / 喜剧 动画 冒险,2002,美国 / 喜剧 动画 冒险,8.7,682558,,冰川时代,Ice Age
魔女宅急便 / /魔女の宅急便,小魔女限时专送,导演: 宫崎骏 Hayao Miyazaki 主演: 高山南 Minami Takayama / 佐久间玲 Re... 1989 / 日本 / 动画 奇幻 冒险,1989,日本 / 动画 奇幻 冒险,8.7,521353,,魔女宅急便,魔女の宅急便
芙蓉镇,,导演: 谢晋 Jin Xie 主演: 刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石... 1987 / 中国大陆 / 剧情 爱情,1987,中国大陆 / 剧情 爱情,9.3,187507,,芙蓉镇,
忠犬八公物语 / /ハチ公物語,阿八的故事,导演: 神山征二郎 Seijirô Kôyama 主演: 仲代达矢 Tatsuya Nakadai /... 1987 / 日本 / 剧情,1987,日本 / 剧情,9.2,217384,,忠犬八公物语,ハチ公物語
岁月神偷 / /歲月神偷,Echoes Of The Rainbow,导演: 罗启锐 Alex Law 主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍... 2010 / 中国香港 中国大陆 / 剧情 家庭,2010,中国香港 中国大陆 / 剧情 家庭,8.7,610913,岁月流逝，来日可追。,岁月神偷,歲月神偷
荒蛮故事 / /Relatos salvajes,生命中最抓狂的小事(台),导演: 达米安·斯兹弗隆 Damián Szifron 主演: 达里奥·葛兰帝内提 Darío... 2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪,2014,阿根廷 西班牙 / 剧情 喜剧 犯罪,8.7,513847,始于荒诞，止于更荒诞。,荒蛮故事,Relatos salvajes
遗愿清单 / /The Bucket List,一路玩到挂(台),导演: 罗伯·莱纳 Rob Reiner 主演: 杰克·尼科尔森 Jack Nicholson / 摩根... 2007 / 美国 / 冒险 喜剧 剧情,2007,美国 / 冒险 喜剧 剧情,8.7,534014,用剩余不多的时间，去燃烧整个生命。,遗愿清单,The Bucket List
大佛普拉斯,,导演: 黄信尧 Hsin-yao Huang 主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh... 2017 / 中国台湾 / 剧情 喜剧,2017,中国台湾 / 剧情 喜剧,8.7,549410,人们可以登上月球，却永远无法探索人们内心的宇宙。,大佛普拉斯,
源代码 / /Source Code,危机解密(港),导演: 邓肯·琼斯 Duncan Jones 主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ... 2011 / 美国 加拿大 / 科幻 悬疑 惊悚,2011,美国 加拿大 / 科幻 悬疑 惊悚,8.6,920395,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,源代码,Source Code
疯狂的麦克斯4：狂暴之路 / /Mad Max: Fury Road,疯狂麦斯：愤怒道(台),导演: 乔治·米勒 George Miller 主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞... 2015 / 澳大利亚 美国 / 动作 科幻 冒险,2015,澳大利亚 美国 / 动作 科幻 冒险,8.7,614755,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,疯狂的麦克斯4：狂暴之路,Mad Max: Fury Road
花束般的恋爱 / /花束みたいな恋をした,爱如花束 恋恋不忘,导演: 土井裕泰 Nobuhiro Doi 主演: 菅田将晖 Masaki Suda / 有村架纯 Kasu... 2021 / 日本 / 剧情 爱情,2021,日本 / 剧情 爱情,8.6,816734,,花束般的恋爱,花束みたいな恋をした
你看起来好像很好吃 / /おまえうまそうだな,你看上去好像很好吃,导演: 藤森雅也 Masaya Fujimori 主演: 山口胜平 Kappei Yamaguchi / 爱河... 2010 / 日本 / 剧情 动画 儿童,2010,日本 / 剧情 动画 儿童,8.9,373502,感情不分食草或者食肉。,你看起来好像很好吃,おまえうまそうだな
贫民窟的百万富翁 / /Slumdog Millionaire,贫民百万富翁(台),导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan 主演: 戴夫... 2008 / 英国 / 剧情 爱情,2008,英国 / 剧情 爱情,8.6,804099,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,贫民窟的百万富翁,Slumdog Millionaire
可可西里,,导演: 陆川 Chuan Lu 主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L... 2004 / 中国大陆 中国香港 / 剧情 犯罪,2004,中国大陆 中国香港 / 剧情 犯罪,8.9,343625,坚硬的信仰。,可可西里,
白日梦想家 / /The Secret Life of Walter Mitty,白日梦冒险王(台),导演: 本·斯蒂勒 Ben Stiller 主演: 本·斯蒂勒 Ben Stiller / 克里斯汀·... 2013 / 美国 英国 / 剧情 喜剧 冒险,2013,美国 英国 / 剧情 喜剧 冒险,8.6,638438,,白日梦想家,The Secret Life of Walter Mitty
城市之光 / /City Lights,Lichter der Großstadt,导演: 查理·卓别林 Charles Chaplin 主演: 查理·卓别林 Charles Chaplin ... 1931 / 美国 / 喜剧 剧情 爱情,1931,"",9.3,171287,,城市之光,City Lights
波西米亚狂想曲 / /Bohemian Rhapsody,波希米亚狂想曲(台),导演: 布莱恩·辛格 Bryan Singer 主演: 拉米·马雷克 Rami Malek / 本·哈... 2018 / 英国 美国 / 剧情 传记 同性 音乐,2018,英国 美国 / 剧情 传记 同性 音乐,8.6,685844,,波西米亚狂想曲,Bohemian Rhapsody
爆裂鼓手 / /Whiplash,进击的鼓手(台),导演: 达米恩·查泽雷 Damien Chazelle 主演: 迈尔斯·特勒 Miles Teller /... 2014 / 美国 / 剧情 音乐,2014,美国 / 剧情 音乐,8.6,686323,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,爆裂鼓手,Whiplash
东邪西毒 / /東邪西毒,,导演: 王家卫 Kar Wai Wong 主演: 张国荣 Leslie Cheung / 林青霞 Brigitte... 1994 / 中国香港 中国台湾 / 剧情 动作 爱情 武侠 古装,1994,中国香港 中国台湾 / 剧情 动作 爱情 武侠 古装,8.6,632696,,东邪西毒,東邪西毒
青蛇,,导演: 徐克 Hark Tsui 主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ... 1993 / 中国香港 中国大陆 / 剧情 爱情 奇幻 古装,1993,中国香港 中国大陆 / 剧情 爱情 奇幻 古装,8.6,598158,,青蛇,
爱乐之城 / /La La Land,乐来越爱你(台),导演: 达米恩·查泽雷 Damien Chazelle 主演: 瑞恩·高斯林 Ryan Gosling /... 2016 / 美国 / 剧情 爱情 歌舞,2016,美国 / 剧情 爱情 歌舞,8.4,1088627,,爱乐之城,La La Land
哈利·波特与死亡圣器(上) / /Harry Potter and the Deathly Hallows: Part 1,台),导演: 大卫·叶茨 David Yates 主演: 丹尼尔·雷德克里夫 Daniel Radcliffe... 2010 / 英国 美国 / 奇幻 冒险,2010,英国 美国 / 奇幻 冒险,8.6,690134,最忠于原著的一部。,哈利·波特与死亡圣器(上),Harry Potter and the Deathly Hallows: Part 1
无耻混蛋 / /Inglourious Basterds,恶棍特工(台),导演: 昆汀·塔伦蒂诺 Quentin Tarantino 主演: 布拉德·皮特 Brad Pitt / ... 2009 / 德国 美国 / 剧情 犯罪,2009,德国 美国 / 剧情 犯罪,8.7,557113,昆汀同学越来越变态了，比北野武还杜琪峰。,无耻混蛋,Inglourious Basterds
终结者2：审判日 / /Terminator 2: Judgment Day,魔鬼终结者2(台),导演: 詹姆斯·卡梅隆 James Cameron 主演: 阿诺·施瓦辛格 Arnold Schwarz... 1991 / 美国 法国 / 动作 科幻,1991,美国 法国 / 动作 科幻,8.8,382773,,终结者2：审判日,Terminator 2: Judgment Day
黑天鹅 / /Black Swan,霸王别鹅(豆友译名),导演: 达伦·阿罗诺夫斯基 Darren Aronofsky 主演: 娜塔莉·波特曼 Natalie... 2010 / 美国 / 剧情 惊悚,2010,美国 / 剧情 惊悚,8.6,843466,黑暗之美。,黑天鹅,Black Swan
大红灯笼高高挂,Épouses et concubines,导演: 张艺谋 Yimou Zhang 主演: 巩俐 Li Gong / 马精武 Jingwu Ma / 何赛... 1991 / 中国大陆 中国香港 中国台湾 / 剧情,1991,中国大陆 中国香港 中国台湾 / 剧情,8.8,366737,,大红灯笼高高挂,
